activity_id,datetime,user_id,pc_id,device_type,location,activity_type,action_details,risk_level,correlated_id,target_user_id
5f841008-f160-4679-b5ca-2e3dda92f013,01/02/2010 07:14:13,LAP0338,PC-5758,unknown,unknown,http,Http activity,Low,{W8B9-L5TA46GV-0983JDOQ},unknown
71eb37d7-96a5-488c-8bce-680a4da82661,01/02/2010 07:14:28,LAP0338,PC-5758,unknown,unknown,http,Http activity,Low,{G8C4-M9OW71UP-9787HOEX},unknown
904fc4f6-54f2-48c3-b3e4-b1ef69e7ccdc,01/02/2010 07:23:14,MOH0273,PC-6699,unknown,unknown,file,File activity,Low,{L9G8-J9QE34VM-2834VDPB},unknown
f96f0625-42d2-4e23-930d-283ba854e3d1,01/02/2010 07:26:19,MOH0273,PC-6699,unknown,unknown,file,File activity,Low,{H0W6-L4FG38XG-9897XTEN},unknown
ccb376ef-7bab-48db-9658-3f5e95263d4e,01/02/2010 08:12:03,HPH0075,PC-2417,unknown,unknown,file,File activity,Low,{M3Z0-O2KK89OX-5716MBIM},unknown
c9fdbc6f-eeec-4079-a2bf-81caf12295be,01/02/2010 08:17:00,HPH0075,PC-2417,unknown,unknown,file,File activity,Low,{E1I4-S4QS61TG-3652YHKR},unknown
27a48593-2c89-4546-82b2-a830957801b9,01/02/2010 08:24:57,HSB0196,PC-8001,unknown,unknown,file,File activity,Low,{D4R7-E7JL45UX-0067XALT},unknown
2fb8bf40-6ef6-4bc4-9cbb-cbbd0dc6c2fc,01/02/2010 08:26:49,RRC0553,PC-6672,unknown,unknown,file,File activity,Low,{J6V8-N4VB17MR-1187ZIXI},unknown
731a02d9-d40b-4010-a8fa-27c90b2b29f5,01/02/2010 08:27:27,RRC0553,PC-6672,unknown,unknown,file,File activity,Low,{H0Z1-E6PI35PN-0771NJHQ},unknown
f2d77268-6727-4856-9f0c-43bdc9b542e2,01/02/2010 08:27:37,RRC0553,PC-6672,unknown,unknown,file,File activity,Low,{B6V8-V7MT39OY-9781GQAI},unknown
122e2a0c-05a4-46b2-8852-a70729dae8b8,01/02/2010 07:11:45,LAP0338,PC-5758,unknown,unknown,email,Email activity,Low,{R3I7-S4TX96FG-8219JWFF},Dean.Flynn.Hines@dtaa.com;Wade_Harrison@lockheedmartin.com
7102af12-dd59-44dd-b062-e48eefeea2ab,01/02/2010 07:12:16,MOH0273,PC-6699,unknown,unknown,email,Email activity,Low,{R0R9-E4GL59IK-2907OSWJ},Odonnell-Gage@bellsouth.net
3ecb97b5-44eb-4ad5-b9d7-58b18793f92b,01/02/2010 07:13:00,LAP0338,PC-5758,unknown,unknown,email,Email activity,Low,{G2B2-A8XY58CP-2847ZJZL},Penelope_Colon@netzero.com
9d0a03c9-204c-4009-bc05-bd18b8305d1e,01/02/2010 07:13:17,LAP0338,PC-5758,unknown,unknown,email,Email activity,Low,{A3A9-F4TH89AA-8318GFGK},Judith_Hayden@comcast.net
e083dc28-e6ed-4abb-ae8c-6321c4d4dac5,01/02/2010 07:13:28,MOH0273,PC-6699,unknown,unknown,email,Email activity,Low,{E8B7-C8FZ88UF-2946RUQQ},Bond-Raymond@verizon.net;Alea_Ferrell@msn.com;Jane_Mcdonald@juno.com
5e290869-6c95-4dd2-85ac-1b3d858e772a,01/02/2010 07:36:03,HVB0037,PC-7979,unknown,unknown,email,Email activity,Low,{X8T7-A6BT54FP-7241DLBV},Gaines-Joseph@msn.com
32cbf8c6-10c3-40e4-a40b-934a9508553f,01/02/2010 07:52:20,NWK0215,PC-8370,unknown,unknown,email,Email activity,Low,{H5J6-G2RS59KI-8386FFLL},Heidi_Wilson@msn.com;Rowan_N_Parks@juno.com
0616ea0e-8167-4b15-857b-71c6ca76eded,01/02/2010 07:54:12,LRR0148,PC-4275,unknown,unknown,email,Email activity,Low,{D9T8-M1HJ89XP-6364INQJ},Eve.Isadora.Mckenzie@dtaa.com
